,urname,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
0,JIYAs,,,,,,,,,,,,,
0,무반동ESP,,,,,,,,,,,,,
0,핑크커피,결전의 둔기 - 팔라딘,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,폭룡왕의 지배 - 무력,뚜렷해지는 소멸된 사념,굴착 강화 파츠,생명이 깃든 초록빛 액체,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,폭격별,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,DWGghost,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,거장 해체가가 단련한 증표,딥 다이버 마스크,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,No.25엘네니,근원을 삼킨 도,아머드 파워 상의,자유를 수호하는 윙 숄더,침식되는 이성,HEM 리인포스 부츠,익스펜션 서플라이 벨트,아토믹 코어 네클레스,포인트 레이더 암릿,레드 라이프 링,버츄얼 사이트 글래스,완성형 동력 제어장치,인력의 법칙,천계 연합군 : 밝게 빛나는 희망
0,리디머슈밥,근원을 삼킨 낫,격동하는 마음,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,코쿠미,근원을 삼킨 핸드캐넌,하이테크 전술지휘 아머,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,고통의 상처,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,순애웨펀,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,염중위,결전의 스태프 - 소환사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,솔이장군님,근원을 삼킨 머스켓,리버시블 레더 코트,매니퓰레이션,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,나도알아그만,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,악몽을 이겨낸 승전보,순환하는 자연의 섭리,순수한 자연의 이치,잠겨진 영역,찬란한 금장 팔찌,뚜렷해지는 소멸된 사념,죽음을 부르는 관,피어오르는 광기,눈물이 스민 보석,
0,쎄깜한힘,결전의 십자가 - 크루세이더(남),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,벤타블랙 팬츠,내딛는 용기,썬더 레지스트 벨트,머신 컨트롤러 리모트,흑화의 구속 팔찌,어댑터블 투톤 링,굴착 강화 파츠,잿빛의 묘상석,시각의 관점,
0,진리의배빵,,,,,,,,,,,,,
0,키워보는블레,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,포푸니크,결전의 리볼버 - 레인저(여),리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,파피루스샌즈,,,,,,,,,,,,,
0,코드명119,결전의 십자가 - 크루세이더(여),옥화의 망령 흉갑,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,엑셀러레이터,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,
0,설루화,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,딥 다이버 슈즈,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,소고기라면*,,,,,,,,,,,,,
0,펄성,근원을 삼킨 자동권총,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,츄별콩,,,,,,,,,,,,,
0,끼룩넨마,결전의 너클 - 넨마스터(여),리버시블 레더 코트,끝을 바라보는 시선,로보티카 컴뱃 팬츠,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,완성형 동력 제어장치,아크로매틱 룸버스,
0,거식증피그,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,생명이 담긴 잔,미지의 황금비석,폭발형 : 소형 전술 플레어,
0,담비아란사,결전의 대검 - 엘븐나이트,블루 베릴 아머,끝을 바라보는 시선,굳건한 믿음,과거를 뒤로 한 전진,가이드 라인 벨트,임펄스 트리거,골렘의 핵 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,빛과 어둠,금룡 : 무한한 빛의 결계
0,정니은,,,,,,,,,,,,,
0,시달리는낙엽,결전의 도 - 소울브링어,쉐도우블랙 슈트,숲속의 마녀 망토,승리로 이끄는 정의,어둠에 삼켜진 돌굽,불변의 부유석 벨트,디젯 퓨즈 초크,골렘의 핵 팔찌,어댑터블 투톤 링,굴착 강화 파츠,완성형 동력 제어장치,초소형 GPS,진룡 : 무거운 철의 투지
0,꼴등123,근원을 삼킨 낫,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,내가인파야?,,,,,,,,,,,,,
0,매콩돈까스,결전의 대검 - 데몬슬레이어,엔트 정령의 상의,딥 다이버 에어팩,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,燮스커,결전의 권투글러브 - 스트라이커(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,담배사줘,,,,,,,,,,,,,
0,에소냠냠,근원을 삼킨 너클,리버시블 레더 코트,끝을 바라보는 시선,라이트 어댑터 팬츠,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,
0,hqfda,근원을 삼킨 클로,블루 베릴 아머,오염된 빙석 견갑,압도하는 힘의 하갑,과거를 뒤로 한 전진,얼터레이션 다이얼 벨트,아토믹 코어 네클레스,골렘의 핵 팔찌,엔트 정령의 반지,옵티컬 컴뱃 글래스,지상형 : 전술 차륜 드론,초소형 GPS,진룡 : 무거운 철의 투지
0,그저땅개,,,,,,,,,,,,,
0,얼,,,,,,,,,,,,,
0,흑사탕과우유,결전의 완드 - 사령술사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,죽음을 부르는 관,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,노래하는미래,결전의 선현궁 - 뮤즈,엔트 정령의 상의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,화음하는 음색,어댑터블 투톤 링,엔트 정령의 성배,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,물퇴판,근원을 삼킨 배틀액스,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,파워 네비게이트 팩,고통의 상처,용살자의 증표 - 용골 뿔피리,미지의 황금비석,폭발형 : 소형 전술 플레어,
0,아오씬나,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,근원을 삼킨 광검,
0,맛좋은다랑어,,,,,,,,,,,,,
0,스텔라~!!!,결전의 선현궁 - 뮤즈,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,화음하는 음색,서드 스페이드 - 데스,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,수라안함,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,딥 다이버 마스크,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,왕어언,결전의 빗자루 - 마도학자,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,프린세스페코,,,,,,,,,,,,,
0,검ㄴ신,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,깨지지 않는 빛바랜 신념,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,금룡 : 무한한 빛의 결계
0,헤비메탈포제,결전의 선현궁 - 뮤즈,고귀한 신의,자유를 수호하는 윙 숄더,지치지 않는 여정의 하의,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,포인트 레이더 암릿,어댑터블 투톤 링,굴착 강화 파츠,언비튼 메달,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,데몬우찬,결전의 대검 - 데몬슬레이어,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,641539,근원을 삼킨 리볼버,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,에를리,근원을 삼킨 스태프,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,자연에 녹아드는 이슬,황혼의 성단,금룡 : 무한한 빛의 결계
0,캠프호비,근원을 삼킨 둔기,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
0,릴낚,결전의 선현궁 - 뮤즈,고귀한 신의,자유를 수호하는 윙 숄더,로보티카 컴뱃 팬츠,내딛는 용기,익스펜션 서플라이 벨트,폭룡왕의 지배 - 공포,포인트 레이더 암릿,뚜렷해지는 소멸된 사념,내면의 얼굴,어둠을 먹는 심장,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,S**tkingz,결전의 단검 - 섀도우댄서,리버시블 레더 코트,매니퓰레이션,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,여법사쀼욤,근원을 삼킨 빗자루,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,진현씨여넨,결전의 너클 - 넨마스터(여),쉐도우블랙 슈트,끝을 바라보는 시선,라이트 어댑터 팬츠,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,숲속의 마녀 바구니,잿빛의 묘상석,아크로매틱 룸버스,
0,아수란기라,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,폭룡왕의 지배 - 무력,뚜렷해지는 소멸된 사념,생명이 담긴 잔,어둠을 먹는 심장,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,아줌마너무좋,,,,,,,,,,,,,
0,에이펙스안함,,,,,,,,,,,,,
0,넨주우,,,,,,,,,,,,,
0,오페리안,결전의 선현궁 - 뮤즈,고귀한 신의,주체할 수 없는 낡은 규칙,옥화의 망령 대퇴갑,엑셀러레이터,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,수확하는 옥수,어댑터블 투톤 링,굴착 강화 파츠,어둠을 먹는 심장,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,힐주부,결전의 십자가 - 크루세이더(여),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,엑셀러레이터,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,웨스트콕,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,마약쟁이종석,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,미지의 황금비석,근원을 삼킨 광검,흑룡 : 끝없는 암흑의 굴레
0,터지고싶냐,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,구원의 이기 - 광검,
0,NightCrawler,,,,,,,,,,,,,
0,M11A,근원을 삼킨 낫,엔트 정령의 상의,블랙 캣 헬멧,벤타블랙 팬츠,검은 발자국,가이드 라인 벨트,고양된 분노의 목걸이,미니어쳐 헤드셋 암릿,골드 윙 반지,굴착 강화 파츠,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,구초봉,근원을 삼킨 차크라 웨펀,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,서드 스페이드 - 데스,굴착 강화 파츠,언비튼 메달,폭발형 : 소형 전술 플레어,
0,S.H.Cho,근원을 삼킨 대검,탐험가의 노련한 코트,빛을 잃은 진실,굳건한 믿음,과거를 뒤로 한 전진,얼터레이션 다이얼 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,숭고한 의지,천계 연합군 : 밝게 빛나는 희망
0,킹인파,,,,,,,,,,,,,
0,케르지,결전의 십자가 - 크루세이더(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,생명이 깃든 초록빛 액체,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,블란소,,,,,,,,,,,,,
0,쌀먹용수라,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,솔저 호너 네클리스,기사의 구원,서드 스페이드 - 데스,죽음을 부르는 관,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,열풍검신,근원을 삼킨 광검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,파워 네비게이트 팩,고통의 상처,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,17cm,,,,,,,,,,,,,
0,요원승,근원을 삼킨 소태도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,넌강해졌듸,결전의 십자가 - 크루세이더(여),엔트 정령의 상의,주체할 수 없는 낡은 규칙,라이트 어댑터 팬츠,내딛는 용기,숲속의 마녀 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,탄피ㅇㄷ,근원을 삼킨 보우건,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,블라.프레,근원을 삼킨 보우건,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,뼈다귀남,결전의 너클 - 넨마스터(남),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,화음하는 음색,이동하는 요새,용살자의 증표 - 용골 뿔피리,평화를 위한 투쟁,폭발형 : 소형 전술 플레어,
0,행복한소금,,,,,,,,,,,,,
0,바락도락이다,결전의 선현궁 - 뮤즈,고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,25년차뉴비,,,,,,,,,,,,,
0,파동사단,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,수리곰,,,,,,,,,,,,,
0,듀쨩,,,,,,,,,,,,,
0,루나마리에,,,,,,,,,,,,,
0,파란혼,,,,,,,,,,,,,
0,대죄★크리,근원을 삼킨 배틀액스,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,하남신사,결전의 대검 - 소드마스터,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,부거조아,근원을 삼킨 차크라 웨펀,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,「TEN」,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,옵티컬 컴뱃 글래스,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,옆집스핏,,,,,,,,,,,,,
0,사신사샤,,,,,,,,,,,,,
0,지유는뽀로로,결전의 자동권총 - 메카닉(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,용살자의 증표 - 용심 가공석,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,노답검@신,근원을 삼킨 광검,엔트 정령의 상의,아픔을 감싸는 위엄,로보티카 컴뱃 팬츠,사이버틱 스피드 부츠,익스펜션 서플라이 벨트,아토믹 코어 네클레스,폭룡왕의 지배 - 무력,이동하는 요새,옵티컬 컴뱃 글래스,평화를 위한 투쟁,들이치는 희미한 탄식,
0,댕호딕,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,룰루_뿅뿅,근원을 삼킨 선현궁,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,진향의,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,절망의 발소리,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,아픈곰인형,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,로보티카 컴뱃 팬츠,엑셀러레이터,숲속의 마녀 벨트,검은 별,포인트 레이더 암릿,어댑터블 투톤 링,굴착 강화 파츠,언비튼 메달,블루 베릴 이어링,흑룡 : 끝없는 암흑의 굴레
0,쿠울한백화,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,햄드나,근원을 삼킨 도,엔트 정령의 상의,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,덜자란소주,,,,,,,,,,,,,
0,랏버퍼맛아몬,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,엔트 정령의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,윤희댕구련,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,청셔└,결전의 광검 - 베가본드,블루 베릴 아머,아픔을 감싸는 위엄,옥화의 망령 대퇴갑,과거를 뒤로 한 전진,별을 담는 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,들이치는 희미한 탄식,
0,RREMM,결전의 십자가 - 크루세이더(여),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,
0,회합돌라핌,근원을 삼킨 십자가,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,어댑터블 투톤 링,옵티컬 컴뱃 글래스,어둠을 먹는 심장,인력의 법칙,금룡 : 무한한 빛의 결계
0,여우염제♡,결전의 너클 - 넨마스터(여),쉐도우블랙 슈트,끝을 바라보는 시선,로보티카 컴뱃 팬츠,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,들이치는 희미한 탄식,흑룡 : 끝없는 암흑의 굴레
0,널썰려고왔다,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,과거를 뒤로 한 전진,얼터레이션 다이얼 벨트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,인력의 법칙,천계 연합군 : 밝게 빛나는 희망
